Date,Device Category,Sessions
2016-07-14,desktop,1992006
2016-07-15,desktop,1492404
2016-07-16,desktop,663701
2016-07-17,desktop,727733
2016-07-18,desktop,2244412
2016-07-19,desktop,2152610
2016-07-20,desktop,2013811
2016-07-21,desktop,1836445
2016-07-22,desktop,1623742
2016-07-23,desktop,837921
2016-07-24,desktop,804464
2016-07-25,desktop,2098654
2016-07-26,desktop,2183828
2016-07-27,desktop,2042083
2016-07-28,desktop,1973569
2016-07-29,desktop,1717530
2016-07-30,desktop,717230
2016-07-31,desktop,798916
2016-08-01,desktop,2112913
2016-08-02,desktop,2213406
2016-08-03,desktop,1944223
2016-08-04,desktop,1940016
2016-08-05,desktop,1570090
2016-08-06,desktop,661438
2016-08-07,desktop,771620
2016-08-08,desktop,2240428
2016-08-09,desktop,2211107
2016-08-10,desktop,1813807
2016-08-11,desktop,1912669
2016-08-12,desktop,1648203
2016-08-13,desktop,696773
2016-08-14,desktop,816346
2016-08-15,desktop,2023924
2016-08-16,desktop,2235215
2016-08-17,desktop,1984648
2016-08-18,desktop,1840752
2016-08-19,desktop,1686182
2016-08-20,desktop,763128
2016-08-21,desktop,873729
2016-08-22,desktop,2241421
2016-08-23,desktop,2134745
2016-08-24,desktop,2204104
2016-08-25,desktop,2202782
2016-08-26,desktop,1639245
2016-08-27,desktop,754904
2016-08-28,desktop,796534
2016-08-29,desktop,2107801
2016-08-30,desktop,2096115
2016-08-31,desktop,2049144
2016-09-01,desktop,1956818
2016-09-02,desktop,1657680
2016-09-03,desktop,707830
2016-09-04,desktop,989975
2016-09-05,desktop,995453
2016-09-06,desktop,2369882
2016-09-07,desktop,2193382
2016-09-08,desktop,1986141
2016-09-09,desktop,1683954
2016-09-10,desktop,908858
2016-09-11,desktop,805784
2016-09-12,desktop,2075129
2016-09-13,desktop,2249295
2016-09-14,desktop,1944552
2016-09-15,desktop,2240676
2016-09-16,desktop,1689674
2016-09-17,desktop,707883
2016-09-18,desktop,815384
2016-09-19,desktop,2170025
2016-09-20,desktop,2197878
2016-09-21,desktop,2177281
2016-09-22,desktop,1915629
2016-09-23,desktop,1602507
2016-09-24,desktop,748962
2016-09-25,desktop,820986
2016-09-26,desktop,2004385
2016-09-27,desktop,2234561
2016-09-28,desktop,2079434
2016-09-29,desktop,2046065
2016-09-30,desktop,1675107
2016-10-01,desktop,748180
2016-10-02,desktop,807533
2016-10-03,desktop,2089408
2016-10-04,desktop,2139821
2016-10-05,desktop,1939744
2016-10-06,desktop,1963870
2016-10-07,desktop,1692366
2016-10-08,desktop,893260
2016-10-09,desktop,867594
2016-10-10,desktop,1643138
2016-10-11,desktop,2194432
2016-10-12,desktop,2149508
2016-10-13,desktop,2224470
2016-10-14,desktop,1445750
2016-10-15,desktop,688354
2016-10-16,desktop,899957
2016-10-17,desktop,2231049
2016-10-18,desktop,2272631
2016-10-19,desktop,1857859
2016-10-20,desktop,1840057
2016-10-21,desktop,1166322
2016-10-22,desktop,750595
2016-10-23,desktop,841188
2016-10-24,desktop,2243410
2016-10-25,desktop,2227395
2016-10-26,desktop,2079422
2016-10-27,desktop,1783382
2016-10-28,desktop,1687366
2016-10-29,desktop,815796
2016-10-30,desktop,804950
2016-10-31,desktop,1948626
2016-11-01,desktop,2162554
2016-11-02,desktop,2307134
2016-11-03,desktop,1990931
2016-11-04,desktop,1887385
2016-11-05,desktop,771221
2016-11-06,desktop,793545
2016-11-07,desktop,2284405
2016-11-08,desktop,1987080
2016-11-09,desktop,2176271
2016-11-10,desktop,2026926
2016-11-11,desktop,1289369
2016-11-12,desktop,824852
2016-11-13,desktop,949899
2016-11-14,desktop,2406196
2016-11-15,desktop,2116967
2016-11-16,desktop,2022780
2016-11-17,desktop,1851043
2016-11-18,desktop,1859945
2016-11-19,desktop,723346
2016-11-20,desktop,855232
2016-11-21,desktop,2100861
2016-11-22,desktop,1988968
2016-11-23,desktop,1536606
2016-11-24,desktop,673684
2016-11-25,desktop,822735
2016-11-26,desktop,677462
2016-11-27,desktop,836237
2016-11-28,desktop,2308512
2016-11-29,desktop,2415363
2016-11-30,desktop,2358406
2016-12-01,desktop,2089173
2016-12-02,desktop,2011496
2016-12-03,desktop,843647
2016-12-04,desktop,939296
2016-12-05,desktop,2200979
2016-12-06,desktop,2091889
2016-12-07,desktop,2130063
2016-12-08,desktop,1898359
2016-12-09,desktop,1792300
2016-12-10,desktop,761766
2016-12-11,desktop,860093
2016-12-12,desktop,2183018
2016-12-13,desktop,2292907
2016-12-14,desktop,2237983
2016-12-15,desktop,1956344
2016-12-16,desktop,1442138
2016-12-17,desktop,761956
2016-12-18,desktop,774203
2016-12-19,desktop,1947405
2016-12-20,desktop,1695076
2016-12-21,desktop,1742276
2016-12-22,desktop,1601943
2016-12-23,desktop,1204838
2016-12-24,desktop,476628
2016-12-25,desktop,778815
2016-12-26,desktop,1145481
2016-12-27,desktop,1888642
2016-12-28,desktop,1971996
2016-12-29,desktop,1801606
2016-12-30,desktop,1376487
2016-12-31,desktop,826457
2017-01-01,desktop,965837
2017-01-02,desktop,1233146
2017-01-03,desktop,2359935
2017-01-04,desktop,2335882
2017-01-05,desktop,2287459
2017-01-06,desktop,2024487
2017-01-07,desktop,973460
2017-01-08,desktop,936174
2017-01-09,desktop,2575085
2017-01-10,desktop,2561863
2017-01-11,desktop,2381783
2017-01-12,desktop,2368846
2017-01-13,desktop,2203332
2017-01-14,desktop,956455
2017-01-15,desktop,1192395
2017-01-16,desktop,1882585
2017-01-17,desktop,2648040
2017-01-18,desktop,2698234
2017-01-19,desktop,2407448
2017-01-20,desktop,2164746
2017-01-21,desktop,983942
2017-01-22,desktop,1295207
2017-01-23,desktop,2765814
2017-01-24,desktop,3027667
2017-01-25,desktop,2797097
2017-01-26,desktop,2593677
2017-01-27,desktop,2439426
2017-01-28,desktop,1026891
2017-01-29,desktop,1044165
2017-01-30,desktop,2890145
2017-01-31,desktop,3051871
2017-02-01,desktop,2872323
2017-02-02,desktop,2636680
2017-02-03,desktop,2112486
2017-02-04,desktop,1087458
2017-02-05,desktop,1036403
2017-02-06,desktop,2802733
2017-02-07,desktop,2871669
2017-02-08,desktop,2819627
2017-02-09,desktop,2387984
2017-02-10,desktop,2234734
2017-02-11,desktop,1088103
2017-02-12,desktop,1289224
2017-02-13,desktop,2788801
2017-02-14,desktop,2636413
2017-02-15,desktop,2567299
2017-02-16,desktop,2656551
2017-02-17,desktop,2279791
2017-02-18,desktop,1345397
2017-02-19,desktop,1373009
2017-02-20,desktop,2110888
2017-02-21,desktop,3095614
2017-02-22,desktop,2996426
2017-02-23,desktop,2842206
2017-02-24,desktop,2497621
2017-02-25,desktop,1324833
2017-02-26,desktop,1381244
2017-02-27,desktop,3643171
2017-02-28,desktop,3862510
2017-03-01,desktop,2679550
2017-03-02,desktop,2677916
2017-03-03,desktop,2265855
2017-03-04,desktop,1224464
2017-03-05,desktop,1452408
2017-03-06,desktop,2813949
2017-03-07,desktop,2991856
2017-03-08,desktop,2921852
2017-03-09,desktop,2394088
2017-03-10,desktop,2268065
2017-03-11,desktop,1216136
2017-03-12,desktop,1033270
2017-03-13,desktop,2784631
2017-03-14,desktop,2432155
2017-03-15,desktop,2500126
2017-03-16,desktop,2351212
2017-03-17,desktop,2165855
2017-03-18,desktop,1147339
2017-03-19,desktop,1273749
2017-03-20,desktop,2743796
2017-03-21,desktop,2589548
2017-03-22,desktop,2808732
2017-03-23,desktop,2284171
2017-03-24,desktop,2141339
2017-03-25,desktop,1194391
2017-03-26,desktop,1319305
2017-03-27,desktop,2285273
2017-03-28,desktop,2728396
2017-03-29,desktop,2622135
2017-03-30,desktop,2697443
2017-03-31,desktop,2213345
2017-04-01,desktop,1274085
2017-04-02,desktop,1384023
2017-04-03,desktop,2437828
2017-04-04,desktop,2575514
2017-04-05,desktop,2593902
2017-04-06,desktop,2517681
2017-04-07,desktop,2284482
2017-04-08,desktop,1231697
2017-04-09,desktop,1244153
2017-04-10,desktop,2600056
2017-04-11,desktop,2527613
2017-04-12,desktop,2610443
2017-04-13,desktop,2396185
2017-04-14,desktop,2081713
2017-04-15,desktop,1237068
2017-04-16,desktop,1240408
2017-04-17,desktop,2594912
2017-04-18,desktop,2763817
2017-04-19,desktop,2810807
2017-04-20,desktop,2800459
2017-04-21,desktop,2278391
2017-04-22,desktop,1265196
2017-04-23,desktop,1401884
2017-04-24,desktop,3021084
2017-04-25,desktop,2612930
2017-04-26,desktop,2744096
2017-04-27,desktop,2820509
2017-04-28,desktop,2481170
2017-04-29,desktop,1058285
2017-04-30,desktop,1305520
2017-05-01,desktop,3150262
2017-05-02,desktop,3189944
2017-05-03,desktop,2969890
2017-05-04,desktop,2712139
2017-05-05,desktop,2217892
2017-05-06,desktop,1280349
2017-05-07,desktop,1232130
2017-05-08,desktop,2659269
2017-05-09,desktop,2753991
2017-05-10,desktop,2752683
2017-05-11,desktop,2603306
2017-05-12,desktop,2415180
2017-05-13,desktop,1205850
2017-05-14,desktop,1096153
2017-05-15,desktop,2647038
2017-05-16,desktop,3096481
2017-05-17,desktop,2880365
2017-05-18,desktop,2619528
2017-05-19,desktop,2324492
2017-05-20,desktop,1192758
2017-05-21,desktop,1259313
2017-05-22,desktop,2698901
2017-05-23,desktop,2710382
2017-05-24,desktop,2415441
2017-05-25,desktop,2332940
2017-05-26,desktop,1985731
2017-05-27,desktop,1046647
2017-05-28,desktop,1178386
2017-05-29,desktop,1328042
2017-05-30,desktop,2728984
2017-05-31,desktop,2536170
2017-06-01,desktop,2504220
2017-06-02,desktop,2344398
2017-06-03,desktop,1197328
2017-06-04,desktop,1216391
2017-06-05,desktop,2852627
2017-06-06,desktop,2731150
2017-06-07,desktop,2555072
2017-06-08,desktop,2490092
2017-06-09,desktop,2085140
2017-06-10,desktop,1274279
2017-06-11,desktop,1106848
2017-06-12,desktop,2499729
2017-06-13,desktop,2571418
2017-06-14,desktop,2358189
2017-06-15,desktop,2354106
2017-06-16,desktop,2129346
2017-06-17,desktop,1238091
2017-06-18,desktop,1141056
2017-06-19,desktop,2773782
2017-06-20,desktop,2630508
2017-06-21,desktop,2625359
2017-06-22,desktop,2383111
2017-06-23,desktop,2094743
2017-06-24,desktop,1198120
2017-06-25,desktop,1234877
2017-06-26,desktop,2872319
2017-06-27,desktop,2809162
2017-06-28,desktop,2761795
2017-06-29,desktop,2404178
2017-06-30,desktop,2282508
2017-07-01,desktop,1237770
2017-07-02,desktop,1339190
2017-07-03,desktop,1929020
2017-07-04,desktop,1190141
2017-07-05,desktop,2560351
2017-07-06,desktop,2591052
2017-07-07,desktop,2304088
2017-07-08,desktop,1126304
2017-07-09,desktop,1320103
2017-07-10,desktop,2563353
2017-07-11,desktop,2471993
2017-07-12,desktop,2701049
2017-07-13,desktop,2363741
2017-07-14,desktop,2178263
2017-07-15,desktop,1197416
2017-07-16,desktop,1323978
2017-07-17,desktop,2769040
2017-07-18,desktop,2586818
2017-07-19,desktop,2668640
2017-07-20,desktop,2488747
2017-07-21,desktop,2202223
2017-07-22,desktop,1166857
2017-07-23,desktop,1249074
2017-07-24,desktop,2491429
2017-07-25,desktop,2767087
2017-07-26,desktop,2799807
2017-07-27,desktop,2550793
2017-07-28,desktop,2225976
2017-07-29,desktop,1302042
2017-07-30,desktop,1405776
2017-07-31,desktop,2761117
2017-08-01,desktop,2849471
2017-08-02,desktop,2489811
2017-08-03,desktop,2421983
2017-08-04,desktop,2237983
2017-08-05,desktop,1190603
2017-08-06,desktop,1346575
2017-08-07,desktop,2805629
2017-08-08,desktop,2629054
2017-08-09,desktop,2758525
2017-08-10,desktop,2502583
2017-08-11,desktop,2317228
2017-08-12,desktop,1196413
2017-08-13,desktop,1197518
2017-08-14,desktop,2547727
2017-08-15,desktop,2706184
2017-08-16,desktop,2472561
2017-08-17,desktop,2501956
2017-08-18,desktop,2123829
2017-08-19,desktop,1210254
2017-08-20,desktop,1238939
2017-08-21,desktop,2233240
2017-08-22,desktop,2502200
2017-08-23,desktop,2590776
2017-08-24,desktop,2583007
2017-08-25,desktop,2361320
2017-08-26,desktop,1266257
2017-08-27,desktop,1358759
2017-08-28,desktop,2661624
2017-08-29,desktop,2817566
2017-08-30,desktop,2857113
2017-08-31,desktop,2468884
2017-09-01,desktop,2125505
2017-09-02,desktop,1331404
2017-09-03,desktop,1328055
2017-09-04,desktop,1418293
2017-09-05,desktop,2691129
2017-09-06,desktop,2594480
2017-09-07,desktop,2713341
2017-09-08,desktop,2545600
2017-09-09,desktop,1440070
2017-09-10,desktop,1317357
2017-09-11,desktop,2786972
2017-09-12,desktop,2739038
2017-09-13,desktop,2837986
2017-09-14,desktop,2643953
2017-09-15,desktop,2285129
2017-09-16,desktop,1134844
2017-09-17,desktop,1268746
2017-09-18,desktop,2733809
2017-09-19,desktop,2695123
2017-09-20,desktop,2700097
2017-09-21,desktop,2541808
2017-09-22,desktop,2254963
2017-09-23,desktop,1324506
2017-09-24,desktop,1420370
2017-09-25,desktop,2829294
2017-09-26,desktop,2690555
2017-09-27,desktop,2476922
2017-09-28,desktop,2616061
2017-09-29,desktop,2300566
2017-09-30,desktop,1182518
2017-10-01,desktop,1383192
2017-10-02,desktop,3345434
2017-10-03,desktop,2860229
2017-10-04,desktop,2761428
2017-10-05,desktop,2650848
2017-10-06,desktop,2212541
2017-10-07,desktop,1248734
2017-10-08,desktop,1234351
2017-10-09,desktop,2002601
2017-10-10,desktop,2671748
2017-10-11,desktop,2396661
2017-10-12,desktop,2333095
2017-10-13,desktop,2335581
2017-10-14,desktop,1137173
2017-10-15,desktop,1227241
2017-10-16,desktop,2575322
2017-10-17,desktop,2718555
2017-10-18,desktop,2679445
2017-10-19,desktop,2403556
2017-10-20,desktop,2217788
2017-10-21,desktop,1288105
2017-10-22,desktop,1272654
2017-10-23,desktop,2448530
2017-10-24,desktop,2738689
2017-10-25,desktop,2620845
2017-10-26,desktop,2484357
2017-10-27,desktop,2175525
2017-10-28,desktop,1034728
2017-10-29,desktop,1249155
2017-10-30,desktop,2656502
2017-10-31,desktop,2332508
2017-11-01,desktop,2542706
2017-11-02,desktop,2254635
2017-11-03,desktop,1976646
2017-11-04,desktop,1071603
2017-11-05,desktop,1193961
2017-11-06,desktop,2651061
2017-11-07,desktop,2719204
2017-11-08,desktop,2540262
2017-11-09,desktop,2371465
2017-11-10,desktop,1525285
2017-11-11,desktop,909900
2017-11-12,desktop,1141137
2017-11-13,desktop,2401598
2017-11-14,desktop,2384708
2017-11-15,desktop,2365002
2017-11-16,desktop,2224827
2017-11-17,desktop,1834963
2017-11-18,desktop,1060038
2017-11-19,desktop,1140168
2017-11-20,desktop,2303053
2017-11-21,desktop,2111899
2017-11-22,desktop,1762728
2017-11-23,desktop,863473
2017-11-24,desktop,993338
2017-11-25,desktop,1095152
2017-11-26,desktop,1362269
2017-11-27,desktop,2634183
2017-11-28,desktop,2515424
2017-11-29,desktop,2498282
2017-11-30,desktop,2312567
2017-12-01,desktop,1940576
2017-12-02,desktop,1148328
2017-12-03,desktop,1029853
2017-12-04,desktop,2296002
2017-12-05,desktop,2875976
2017-12-06,desktop,15068131
2017-12-07,desktop,8605199
2017-12-08,desktop,4380026
2017-12-09,desktop,1338950
2017-12-10,desktop,1626993
2017-12-11,desktop,2877825
2017-12-12,desktop,2434359
2017-12-13,desktop,2371309
2017-12-14,desktop,1966058
2017-12-15,desktop,1620178
2017-12-16,desktop,880904
2017-12-17,desktop,905311
2017-12-18,desktop,2006083
2017-12-19,desktop,2224319
2017-12-20,desktop,1697658
2017-12-21,desktop,1405877
2017-12-22,desktop,1172680
2017-12-23,desktop,608631
2017-12-24,desktop,532821
2017-12-25,desktop,539778
2017-12-26,desktop,1494986
2017-12-27,desktop,1478722
2017-12-28,desktop,1633033
2017-12-29,desktop,1235649
2017-12-30,desktop,723991
2017-12-31,desktop,678145
2018-01-01,desktop,711803
2018-01-02,desktop,2218151
2018-01-03,desktop,2234835
2018-01-04,desktop,1944364
2018-01-05,desktop,1852484
2018-01-06,desktop,703765
2018-01-07,desktop,986326
2018-01-08,desktop,2298402
2018-01-09,desktop,2179830
2018-01-10,desktop,2494818
2018-01-11,desktop,2167206
2018-01-12,desktop,1773418
2018-01-13,desktop,764588
2018-01-14,desktop,941044
2018-01-15,desktop,1497576
2018-01-16,desktop,2286641
2018-01-17,desktop,2286279
2018-01-18,desktop,2117587
2018-01-19,desktop,2061694
2018-01-20,desktop,843545
2018-01-21,desktop,929786
2018-01-22,desktop,2496550
2018-01-23,desktop,2428180
2018-01-24,desktop,2389897
2018-01-25,desktop,2258468
2018-01-26,desktop,1736646
2018-01-27,desktop,897904
2018-01-28,desktop,1062421
2018-01-29,desktop,2309340
2018-01-30,desktop,2424927
2018-01-31,desktop,2357522
2018-02-01,desktop,2340695
2018-02-02,desktop,1886523
2018-02-03,desktop,1105047
2018-02-04,desktop,1001299
2018-02-05,desktop,2396226
2018-02-06,desktop,2503145
2018-02-07,desktop,2605086
2018-02-08,desktop,2292300
2018-02-09,desktop,2295879
2018-02-10,desktop,951968
2018-02-11,desktop,1051127
2018-02-12,desktop,2436488
2018-02-13,desktop,2531980
2018-02-14,desktop,2121824
2018-02-15,desktop,2322039
2018-02-16,desktop,1992055
2018-02-17,desktop,887004
2018-02-18,desktop,858365
2018-02-19,desktop,1571785
2018-02-20,desktop,3181398
2018-02-21,desktop,2797411
2018-02-22,desktop,2549849
2018-02-23,desktop,2322551
2018-02-24,desktop,895196
2018-02-25,desktop,1041660
2018-02-26,desktop,2768538
2018-02-27,desktop,2792468
2018-02-28,desktop,2893186
2018-03-01,desktop,2194916
2018-03-02,desktop,1883568
2018-03-03,desktop,844706
2018-03-04,desktop,945300
2018-03-05,desktop,2165253
2018-03-06,desktop,2311641
2018-03-07,desktop,2256899
2018-03-08,desktop,2122284
2018-03-09,desktop,1911097
2018-03-10,desktop,903032
2018-03-11,desktop,950691
2018-03-12,desktop,2206875
2018-03-13,desktop,2006776
2018-03-14,desktop,1960117
2018-03-15,desktop,1776507
2018-03-16,desktop,1608564
2018-03-17,desktop,768562
2018-03-18,desktop,800418
2018-03-19,desktop,2168754
2018-03-20,desktop,2227971
2018-03-21,desktop,2141545
2018-03-22,desktop,2031042
2018-03-23,desktop,1732624
2018-03-24,desktop,823456
2018-03-25,desktop,853569
2018-03-26,desktop,1496320
2018-03-27,desktop,2092471
2018-03-28,desktop,2007243
2018-03-29,desktop,1748881
2018-03-30,desktop,1808446
2018-03-31,desktop,751741
2018-04-01,desktop,766981
2018-04-02,desktop,2001328
2018-04-03,desktop,2223792
2018-04-04,desktop,2217690
2018-04-05,desktop,2320140
2018-04-06,desktop,2090736
2018-04-07,desktop,841607
2018-04-08,desktop,780052
2018-04-09,desktop,2014936
2018-04-10,desktop,2086503
2018-04-11,desktop,2165031
2018-04-12,desktop,2087956
2018-04-13,desktop,1660960
2018-04-14,desktop,787775
2018-04-15,desktop,853597
2018-04-16,desktop,2092103
2018-04-17,desktop,2135821
2018-04-18,desktop,2240388
2018-04-19,desktop,1948788
2018-04-20,desktop,1766874
2018-04-21,desktop,885486
2018-04-22,desktop,712303
2018-04-23,desktop,2106972
2018-04-24,desktop,2044092
2018-04-25,desktop,1903775
2018-04-26,desktop,1885072
2018-04-27,desktop,1626188
2018-04-28,desktop,595638
2018-04-29,desktop,824556
2018-04-30,desktop,2248406
2018-05-01,desktop,2046075
2018-05-02,desktop,2174576
2018-05-03,desktop,1883592
2018-05-04,desktop,1677548
2018-05-05,desktop,582567
2018-05-06,desktop,861948
2018-05-07,desktop,1994711
2018-05-08,desktop,2022338
2018-05-09,desktop,1999181
2018-05-10,desktop,1820393
2018-05-11,desktop,1662506
2018-05-12,desktop,622802
2018-05-13,desktop,633416
2018-05-14,desktop,2139307
2018-05-15,desktop,1963001
2018-05-16,desktop,1895626
2018-05-17,desktop,1884333
2018-05-18,desktop,1542608
2018-05-19,desktop,656301
2018-05-20,desktop,618098
2018-05-21,desktop,2159852
2018-05-22,desktop,2059941
2018-05-23,desktop,1914710
2018-05-24,desktop,1831150
2018-05-25,desktop,1481073
2018-05-26,desktop,701313
2018-05-27,desktop,672828
2018-05-28,desktop,837529
2018-05-29,desktop,2141227
2018-05-30,desktop,1897174
2018-05-31,desktop,1766248
2018-06-01,desktop,1603321
2018-06-02,desktop,673470
2018-06-03,desktop,747374
2018-06-04,desktop,2049191
2018-06-05,desktop,2105253
2018-06-06,desktop,1825907
2018-06-07,desktop,1594082
2018-06-08,desktop,1300157
2018-06-09,desktop,671739
2018-06-10,desktop,816819
2018-06-11,desktop,1833815
2018-06-12,desktop,2060978
2018-06-13,desktop,1791671
2018-06-14,desktop,1655497
2018-06-15,desktop,1453626
2018-06-16,desktop,687954
2018-06-17,desktop,639885
2018-06-18,desktop,1877115
2018-06-19,desktop,1872618
2018-06-20,desktop,1742616
2018-06-21,desktop,1642009
2018-06-22,desktop,1626179
2018-06-23,desktop,719755
2018-06-24,desktop,666607
2018-06-25,desktop,1851377
2018-06-26,desktop,1955558
2018-06-27,desktop,1849590
2018-06-28,desktop,1909677
2018-06-29,desktop,1636829
2018-06-30,desktop,699569
2018-07-01,desktop,687455
2018-07-02,desktop,1925414
2018-07-03,desktop,1827127
2018-07-04,desktop,676495
2018-07-05,desktop,1618568
2018-07-06,desktop,1455338
2018-07-07,desktop,493538
2018-07-08,desktop,693144
2018-07-09,desktop,1678088
2018-07-10,desktop,1779206
2018-07-11,desktop,1740405
2018-07-12,desktop,1526312
2018-07-13,desktop,1332191
2018-07-14,desktop,691339
2018-07-15,desktop,764143
2018-07-16,desktop,1742261
2018-07-17,desktop,1834390
2018-07-18,desktop,1800825
2018-07-19,desktop,1485076
2018-07-20,desktop,1381098
2018-07-21,desktop,567446
2018-07-22,desktop,663766
2018-07-23,desktop,1747218
2018-07-24,desktop,1828319
2018-07-25,desktop,1659319
2018-07-26,desktop,1627901
2018-07-27,desktop,1557152
2018-07-28,desktop,711537
2018-07-29,desktop,645018
2018-07-30,desktop,1665103
2018-07-31,desktop,1878211
2018-08-01,desktop,1671343
2018-08-02,desktop,1594677
2018-08-03,desktop,1302650
2018-08-04,desktop,559486
2018-08-05,desktop,685315
2018-08-06,desktop,1868880
2018-08-07,desktop,1804951
2018-08-08,desktop,1832448
2018-08-09,desktop,1489991
2018-08-10,desktop,1277912
2018-08-11,desktop,630841
2018-08-12,desktop,721655
2018-08-13,desktop,1605309
2018-08-14,desktop,1734326
2018-08-15,desktop,1665387
2018-08-16,desktop,1628059
2018-08-17,desktop,1358592
2018-08-18,desktop,523938
2018-08-19,desktop,611294
2018-08-20,desktop,1647297
2018-08-21,desktop,1763424
2018-08-22,desktop,1739336
2018-08-23,desktop,1496027
2018-08-24,desktop,1457471
2018-08-25,desktop,533325
2018-08-26,desktop,752050
2018-08-27,desktop,1763746
2018-08-28,desktop,1847354
2018-08-29,desktop,1724571
2018-08-30,desktop,1489532
2018-08-31,desktop,1150169
2018-09-01,desktop,475592
2018-09-02,desktop,502347
2018-09-03,desktop,645153
2018-09-04,desktop,1920644
2018-09-05,desktop,1878425
2018-09-06,desktop,1577682
2018-09-07,desktop,1435735
2018-09-08,desktop,572749
2018-09-09,desktop,662994
2018-09-10,desktop,1561339
2018-09-11,desktop,1625245
2018-09-12,desktop,1652429
2018-09-13,desktop,1766447
2018-09-14,desktop,1618858
2018-09-15,desktop,529457
2018-09-16,desktop,544007
2018-09-17,desktop,1890635
2018-09-18,desktop,1909242
2018-09-19,desktop,1636719
2018-09-20,desktop,1866960
2018-09-21,desktop,1543388
2018-09-22,desktop,707748
2018-09-23,desktop,510792
2018-09-24,desktop,1892351
2018-09-25,desktop,2043348
2018-09-26,desktop,1868316
2018-09-27,desktop,1315399
2018-09-28,desktop,1544398
2018-09-29,desktop,457251
2018-09-30,desktop,722087
2018-10-01,desktop,1731979
2018-10-02,desktop,1873271
2018-10-03,desktop,1645846
2018-10-04,desktop,1707641
2018-10-05,desktop,1323127
2018-10-06,desktop,616012
2018-10-07,desktop,581370
2018-10-08,desktop,1203235
2018-10-09,desktop,1870507
2018-10-10,desktop,1606119
2018-10-11,desktop,1668118
2018-10-12,desktop,1499925
2018-10-13,desktop,737111
2018-10-14,desktop,666035
2018-10-15,desktop,1878530
2018-10-16,desktop,1841061
2018-10-17,desktop,1707377
2018-10-18,desktop,1648192
2018-10-19,desktop,1491315
2018-10-20,desktop,522329
2018-10-21,desktop,498506
2018-10-22,desktop,1824574
2018-10-23,desktop,1751961
2018-10-24,desktop,1778103
2018-10-25,desktop,1563580
2018-10-26,desktop,1456459
2018-10-27,desktop,596236
2018-10-28,desktop,537744
2018-10-29,desktop,1732162
2018-10-30,desktop,1637850
2018-10-31,desktop,1463233
2018-11-01,desktop,1520744
2018-11-02,desktop,1227553
2018-11-03,desktop,465095
2018-11-04,desktop,648735
2018-11-05,desktop,1703044
2018-11-06,desktop,1875736
2018-11-07,desktop,1691184
2018-11-08,desktop,1511819
2018-11-09,desktop,1262085
2018-11-10,desktop,689879
2018-11-11,desktop,807319
2018-11-12,desktop,1308309
2018-11-13,desktop,1952912
2018-11-14,desktop,1820571
2018-11-15,desktop,1436661
2018-11-16,desktop,1338335
2018-11-17,desktop,498883
2018-11-18,desktop,563011
2018-11-19,desktop,1421354
2018-11-20,desktop,1425352
2018-11-21,desktop,991316
2018-11-22,desktop,363716
2018-11-23,desktop,498686
2018-11-24,desktop,423228
2018-11-25,desktop,559367
2018-11-26,desktop,1404687
2018-11-27,desktop,1694333
2018-11-28,desktop,1549176
2018-11-29,desktop,1383619
2018-11-30,desktop,1185254
2018-12-01,desktop,449274
2018-12-02,desktop,575980
2018-12-03,desktop,1600995
2018-12-04,desktop,1576209
2018-12-05,desktop,1405068
2018-12-06,desktop,1290861
2018-12-07,desktop,1121459
2018-12-08,desktop,486911
2018-12-09,desktop,574803
2018-12-10,desktop,1493859
2018-12-11,desktop,1564195
2018-12-12,desktop,1360061
2018-12-13,desktop,1120360
2018-12-14,desktop,1056650
2018-12-15,desktop,381069
2018-12-16,desktop,340424
2018-12-17,desktop,1259732
2018-12-18,desktop,1243661
2018-12-19,desktop,1033480
2018-12-20,desktop,935006
2018-12-21,desktop,689685
2018-12-22,desktop,346457
2018-12-23,desktop,392438
2018-12-24,desktop,505780
2018-12-25,desktop,269271
2018-12-26,desktop,818177
2018-12-27,desktop,942714
2018-12-28,desktop,950778
2018-12-29,desktop,397362
2018-12-30,desktop,408694
2018-12-31,desktop,630538
2019-01-01,desktop,315674
2019-01-02,desktop,1209157
2019-01-03,desktop,1199978
2019-01-04,desktop,1339970
2019-01-05,desktop,516879
2019-01-06,desktop,492345
2019-01-07,desktop,1279322
2019-01-08,desktop,1345078
2019-01-09,desktop,1311900
2019-01-10,desktop,1271395
2019-01-11,desktop,1004670
2019-01-12,desktop,381011
2019-01-13,desktop,567355
2019-01-14,desktop,1195181
2019-01-15,desktop,1265668
2019-01-16,desktop,1265129
2019-01-17,desktop,1246741
2019-01-18,desktop,1015196
2019-01-19,desktop,472154
2019-01-20,desktop,457609
2019-01-21,desktop,891871
2019-01-22,desktop,1318164
2019-01-23,desktop,1392422
2019-01-24,desktop,1235019
2019-01-25,desktop,1031548
2019-01-26,desktop,464686
2019-01-27,desktop,489303
2019-01-28,desktop,1371035
2019-01-29,desktop,1115635
2019-01-30,desktop,1193368
2019-01-31,desktop,1129557
2019-02-01,desktop,940587
2019-02-02,desktop,391027
2019-02-03,desktop,435129
2019-02-04,desktop,1226706
2019-02-05,desktop,1227374
2019-02-06,desktop,1143604
2019-02-07,desktop,1104110
2019-02-08,desktop,969457
2019-02-09,desktop,366294
2019-02-10,desktop,460811
2019-02-11,desktop,1235457
2019-02-12,desktop,1170998
2019-02-13,desktop,1148446
